"","site","month","year","site_seas_year","Abramis brama","Alburnoides bipunctatus","Alburnus alburnus","Alosa chrysochloris","Ambassis agassizii","Ambassis marianus","Ambloplites rupestris","Ameiurus melas","Ameiurus natalis","Ameiurus nebulosus","Amia calva","Ammocrypta clara","Amniataba percoides","Anguilla anguilla","Anguilla australis","Anguilla reinhardtii","Anguilla rostrata","Aphredoderus sayanus","Aplodinotus grunniens","Arrhamphus sclerolepis","Astyanax mexicanus","Barbatula barbatula","Barbus barbus","Blicca bjoerkna","Campostoma anomalum","Carassius auratus","Carassius carassius","Carassius gibelio","Carpiodes carpio","Carpiodes cyprinus","Carpiodes velifer","Catostomus commersonii","Chelon labrosus","Chondrostoma nasus","Cobitis taenia","Coregonus albula","Cottus gobio","Cottus poecilopus","Craterocephalus marjoriae","Craterocephalus stercusmuscarum","Ctenopharyngodon idella","Cycleptus elongatus","Cyprinella lutrensis","Cyprinella spiloptera","Cyprinella venusta","Cyprinus carpio","Dicentrarchus labrax","Dorosoma cepedianum","Dorosoma petenense","Esox americanus","Esox lucius","Esox masquinongy","Etheostoma asprigene","Etheostoma blennioides","Etheostoma caeruleum","Etheostoma exile","Etheostoma flabellare","Etheostoma nigrum","Etheostoma zonale","Fundulus diaphanus","Fundulus notatus","Fundulus zebrinus","Gambusia affinis","Gambusia holbrooki","Gasterosteus aculeatus","Glossamia aprion","Gobio gobio","Gobiomorphus australis","Gymnocephalus cernua","Hiodon alosoides","Hiodon tergisus","Hybognathus nuchalis","Hybognathus placitus","Hypentelium nigricans","Hypophthalmichthys molitrix","Hypophthalmichthys nobilis","Ictalurus furcatus","Ictalurus punctatus","Ictiobus bubalus","Ictiobus cyprinellus","Ictiobus niger","Labidesthes sicculus","Leiopotherapon unicolor","Lepisosteus oculatus","Lepisosteus osseus","Lepisosteus platostomus","Lepomis cyanellus","Lepomis gibbosus","Lepomis gulosus","Lepomis humilis","Lepomis macrochirus","Lepomis megalotis","Lepomis microlophus","Leucaspius delineatus","Leuciscus aspius","Leuciscus idus","Leuciscus leuciscus","Lota lota","Lucania parva","Luciobarbus graellsii","Luxilus chrysocephalus","Luxilus cornutus","Macquaria ambigua","Macquaria novemaculeata","Macrhybopsis aestivalis","Macrhybopsis storeriana","Menidia beryllina","Micropterus dolomieu","Micropterus punctulatus","Micropterus salmoides","Minytrema melanops","Misgurnus anguillicaudatus","Mogurnda adspersa","Morone americana","Morone chrysops","Morone mississippiensis","Morone saxatilis","Moxostoma anisurum","Moxostoma breviceps","Moxostoma carinatum","Moxostoma duquesnii","Moxostoma erythrurum","Moxostoma macrolepidotum","Mugil cephalus","Nannoperca oxleyana","Nematalosa erebi","Neogobius melanostomus","Nocomis biguttatus","Nocomis micropogon","Notemigonus crysoleucas","Notropis atherinoides","Notropis blennius","Notropis dorsalis","Notropis girardi","Notropis hudsonius","Notropis photogenis","Notropis shumardi","Notropis simus","Notropis stramineus","Notropis texanus","Notropis volucellus","Noturus flavus","Noturus gyrinus","Noturus nocturnus","Oncorhynchus mykiss","Opsopoeodus emiliae","Oreochromis mossambicus","Oxyeleotris lineolata","Parachondrostoma miegii","Parachondrostoma toxostoma","Perca flavescens","Perca fluviatilis","Percina caprodes","Percina copelandi","Percina macrolepida","Percina maculata","Percina phoxocephala","Percina sciera","Percina shumardi","Percopsis omiscomaycus","Phenacobius mirabilis","Phoxinus phoxinus","Pimephales notatus","Pimephales promelas","Pimephales vigilax","Platichthys flesus","Poecilia reticulata","Polyodon spathula","Pomoxis annularis","Pomoxis nigromaculatus","Porochilus rendahli","Pseudomugil signifer","Pseudorasbora parva","Pungitius pungitius","Pylodictis olivaris","Redigobius bikolanus","Retropinna semoni","Rhadinocentrus ornatus","Rhodeus amarus","Rhodeus sericeus","Rutilus rutilus","Salaria fluviatilis","Salmo salar","Salmo trutta","Salvelinus fontinalis","Sander canadensis","Sander lucioperca","Sander vitreus","Sarmarutilus rubilio","Scaphirhynchus platorynchus","Semotilus atromaculatus","Silurus glanis","Squalius cephalus","Tandanus tandanus","Telestes souffia","Thymallus thymallus","Tinca tinca","Umbra limi","site_year"
"S10089_2005","S10089",NA,2005,"S10089_NA_2005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,23.75,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8333333333333,0,0,0,0,0,4.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08333333333333,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S10089_2005"
"S10089_2006","S10089",NA,2006,"S10089_NA_2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3690036900369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0811808118081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0590405904059,0,0,0,0,0,0,0,0,0,4.7970479704797,0,0,0,0,0.738007380073801,0,0,0,0,0,0,0,0,0.738007380073801,0,0,0,0,0,0,0,0,0,0,0,0.738007380073801,0,0,0,0,0,50.5535055350554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1070110701107,0,0,0,5.53505535055351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S10089_2006"
"S10089_2007","S10089",NA,2007,"S10089_NA_2007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72463768115942,0,0,0,0,0,0,0,0,0,2.17391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1594202898551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44927536231884,0,0,0,20.2898550724638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S10089_2007"
"S10089_2008","S10089",NA,2008,"S10089_NA_2008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7942238267148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180505415162455,6.31768953068592,0,0,0,0,0,0,0,0,0,12.4548736462094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4693140794224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541516245487365,0,0,0,5.23465703971119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S10089_2008"
"S10089_2009","S10089",NA,2009,"S10089_NA_2009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7044025157233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34591194968553,0,0,0,0,0,0,0,0,0,8.17610062893082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57232704402516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88679245283019,0,0,0,10.377358490566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943396226415094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S10089_2009"
"S10089_2010","S10089",NA,2010,"S10089_NA_2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1993957703927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36555891238671,0,0,0,0,0,0,0,0,0,12.3867069486405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4924471299094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81268882175227,0,0,0,10.8761329305136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302114803625378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S10089_2010"
"S10089_2011","S10089",NA,2011,"S10089_NA_2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.444347063979,0,0,0,0,0.0876424189307625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35056967572305,2.89219982471516,0,0,0,0,0,0,0,0,0,9.20245398773006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92813321647677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76862401402279,0,0,0,5.78439964943032,0.0876424189307625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964066608238387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S10089_2011"
"S10089_2012","S10089",NA,2012,"S10089_NA_2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.785046728972,0,0,0,0,0.0934579439252337,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49532710280374,8.69158878504673,0,0,0,0,0,0,0,0,0,1.96261682242991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560747663551402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1214953271028,0,0,0,3.17757009345794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92523364485981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S10089_2012"
"S10089_2013","S10089",NA,2013,"S10089_NA_2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241545893719807,0,0,0,0,0,0,0,0,0,0,0,0,0,72.3429951690821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86473429951691,17.6328502415459,0,0,0,0,0,0,0,0,0,2.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32850241545894,0,0,0,0,0,0.36231884057971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483091787439614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S10089_2013"
"S10203_2005","S10203",10,2005,"S10203_10_2005",0,0,0,0.364298724954463,0,0,0,0,0,0,0.364298724954463,0,0,0,0,0,0,0,0.910746812386157,0,0,0,0,0,0,0,0,0,1.27504553734062,0,0,0,0,0,0,0,0,0,0,0,0.63752276867031,0,3.73406193078324,0,0,1.54826958105647,0,44.8087431693989,0.728597449908925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546448087431694,0,0,0,0,0,0,0,0,0,0,0,1.183970856102,0.273224043715847,0,1.54826958105647,0.910746812386157,0.728597449908925,0.273224043715847,0,0,0,0,0.364298724954463,0.364298724954463,0,0,1.09289617486339,1.91256830601093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455373406193078,0,0,0,0,0.63752276867031,0,0,0,0,0,0,0,0.273224043715847,0,0,0,0,0,0,0,27.5956284153005,0.182149362477231,0,0,0,0,0,0,3.27868852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27686703096539,0,0,0,0.455373406193078,0.455373406193078,0,0,0,0,0.819672131147541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S10203_2005"
"S10203_2006","S10203",10,2006,"S10203_10_2006",0,0,0,1.78890876565295,0,0,0,0,0.35778175313059,0,0,0,0,0,0,0,0,0,10.7334525939177,0,0,0,0,0,0,0,0,0,2.32558139534884,0,0,0,0,0,0,0,0,0,0,0,1.07334525939177,0,1.43112701252236,0,0,2.14669051878354,0,31.1270125223614,0.35778175313059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35778175313059,0,0,0,0,0,0,0,0,0,0,0,1.61001788908766,0,0,1.43112701252236,1.43112701252236,1.61001788908766,0.536672629695885,0,0,0,0,0.536672629695885,0,0,0,2.32558139534884,1.25223613595707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07334525939177,0,0,0,0.35778175313059,1.61001788908766,0.715563506261181,0,0,0,0,0,0,0.536672629695885,0,0,0,0,0,0,0,27.5491949910555,0,0,0,0,0,0.536672629695885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39892665474061,0,0,0,0.35778175313059,0.536672629695885,0,0,0,0,0.894454382826476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S10203_2006"
"S10203_2009","S10203",7,2009,"S10203_7_2009",0,0,0,1.0443864229765,0,0,0,0,0,0,0.522193211488251,0,0,0,0,0,0.522193211488251,0,3.1331592689295,0,0,0,0,0,0,0,0,0,1.56657963446475,0,0,0,0,0,0,0,0,0,0,0,1.56657963446475,0,1.82767624020888,0,0,2.87206266318538,0,21.9321148825065,3.39425587467363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56657963446475,0.522193211488251,0,1.56657963446475,2.61096605744125,0.783289817232376,1.30548302872063,0.522193211488251,0,0,1.30548302872063,2.87206266318538,0.522193211488251,0,0,1.82767624020888,3.39425587467363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56657963446475,0,0,0,3.1331592689295,0,0,0,0,2.088772845953,0.783289817232376,0,0,0,0,0,0.522193211488251,0.783289817232376,0,0,0,0,0,0,0.522193211488251,28.9817232375979,0,0,0,0,0,1.0443864229765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0443864229765,0,0,0,0,0.522193211488251,0,0,0,0,0.522193211488251,0,0,0,0,0,0,0,0,0,0,1.30548302872063,0,0,0,0,0,0,0,0,0,0,0,0,"S10203_2009"
"S10203_2004","S10203",8,2004,"S10203_8_2004",0,0,0,1.48828372387587,0,0,0,3.60987967067764,0.0633312222925903,0,0.0949968334388854,0,0,0,0,0,0,0,0.601646611779607,0,0,0,0,0,0,0.0633312222925903,0,0,0.158328055731476,0,0,0,0,0,0,0,0,0,0,0,0.348321722609246,0,0.0949968334388854,0,0,1.80493983533882,0,78.8790373654212,0.126662444585181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949968334388854,0,0,0,0,0,0,0.0633312222925903,0,0,0,0,2.6282457251425,0.0633312222925903,0.0633312222925903,0.601646611779607,0.411652944901837,0.569981000633312,0.0633312222925903,0,0,0,0.0633312222925903,0.253324889170361,0.126662444585181,0,0,0.221659278024066,1.01329955668144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633312222925903,0,0,0,0.474984167194427,0,0,0,0,1.23495883470551,0.0949968334388854,0,0,0,0,0,0,0.158328055731476,0,0,0,0,0,0,0,3.19822672577581,0,0,0,0.189993666877771,0,0.126662444585181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633312222925903,0,0,0,0,0,0,0,0,0,0,0,0.158328055731476,0,0,0,0.221659278024066,0.189993666877771,0,0,0,0,0.253324889170361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S10203_2004"
"S10203_2007","S10203",8,2007,"S10203_8_2007",0,0,0,0.153374233128834,0,0,0,0.0920245398773006,0,0,0,0,0,0,0,0,0,0,0.184049079754601,0,0,0,0,0,0,0.0613496932515337,0,0,0.122699386503067,0,0,0,0,0,0,0,0,0,0,0,0.122699386503067,0,0.245398773006135,0,0,0.368098159509202,0,84.9079754601227,0,0,0,0,0.0920245398773006,0,0,0,0,0,0,0,0,0,0.613496932515337,0,0,0,0,0,0,0,0,0,0,0,0.552147239263804,0,0,3.46625766871166,0.398773006134969,0.0920245398773006,0,0.0920245398773006,0,0,0.0920245398773006,0.0920245398773006,0.245398773006135,0,0,0.337423312883436,0.398773006134969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613496932515337,0,0.214723926380368,0,0,0,0,1.38036809815951,0.0613496932515337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38650306748466,0,0,0,0.0920245398773006,0,0,0,0.0613496932515337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736196319018405,0,0,0,0.0613496932515337,0,0,0,0,0,0.122699386503067,0,0,0,0,0,0,0,0,0,0,0.0920245398773006,0,0,0,0,0,0,0,0,0,0,0,0,"S10203_2007"
"S10203_2008","S10203",8,2008,"S10203_8_2008",0,0,0,0.764192139737991,0,0,0,6.4410480349345,0,0,0,0,0,0,0,0,0,0.109170305676856,0.818777292576419,0,0,0,0,0,0,0.163755458515284,0,0,0.436681222707424,0,0,0,0,0,0,0,0,0,0,0,0.436681222707424,0,0,0,0,1.14628820960699,0,59.5524017467249,3.22052401746725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163755458515284,0,0,0,0,0,0,0,0,0,0,0,2.12882096069869,0.109170305676856,0,0.382096069868996,1.03711790393013,0.327510917030568,0,0.163755458515284,0,0.163755458515284,0.327510917030568,0.109170305676856,0.109170305676856,0,0,1.03711790393013,1.52838427947598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600436681222707,0,0,0,0.927947598253275,0,0,0,0,0.600436681222707,0.27292576419214,0,0,0,0,0,0.109170305676856,0.218340611353712,0,0,0,0,0,0,0,14.5742358078603,0.109170305676856,0,0,0.163755458515284,0,0.109170305676856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27292576419214,0,0,0,0.327510917030568,0.218340611353712,0,0,0,0,0.327510917030568,0,0,0,0,0,0,0,0,0,0,0.382096069868996,0,0,0,0,0.109170305676856,0,0,0,0,0,0,0,"S10203_2008"
"S10203_2011","S10203",8,2011,"S10203_8_2011",0,0,0,1.23796423658872,0,0,0,0,0,0,0.275103163686382,0,0,0,0,0,0,0,1.65061898211829,0,0,0,0,0,0,0.275103163686382,0,0,0.412654745529574,0,0,0,0,0,0,0,0,0,0,0,0.825309491059147,0,0.550206327372765,0,0,1.5130674002751,0,43.7414030261348,0.550206327372765,0,0,0,0,0,0,0,0,0.412654745529574,0,0,0.275103163686382,0,0.275103163686382,0,0,0,0,0,0,0,0,0,0,0,5.36451169188446,0,0,0.962861072902338,0.687757909215956,0.687757909215956,0.275103163686382,6.60247592847318,0,0,0.275103163686382,0.825309491059147,0,0,0.275103163686382,0,4.12654745529574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962861072902338,0,0,0,0,1.65061898211829,0.275103163686382,0,0,0,0,0,0.275103163686382,0,0,0,0,0,0,0,0,3.71389270976616,0,0,0,0.275103163686382,0,0.550206327372765,0,0,0,0,0,0.275103163686382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7441540577717,0,0,0,0.550206327372765,0.687757909215956,0,0,0,0,0.412654745529574,0,0,0,0,0,0,0,0,0,0,0.550206327372765,0,0,0,0,0,0,0,0,0,0,0,0,"S10203_2011"
"S10203_2012","S10203",8,2012,"S10203_8_2012",0,0,0,0.162074554294976,0,0,0,0,0,0.162074554294976,0,0,0,0,0,0,0,0,1.37763371150729,0,0,0,0,0,0,0,0,0,0.648298217179903,0,0,0,0,0,0,0,0,0,0,0,0.324149108589951,0,16.3695299837925,0,0,0.486223662884927,0,54.7811993517018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37763371150729,0,0,0,0,0,0,0,0,0,0,0,0.972447325769854,0,0,0.162074554294976,0.405186385737439,0.243111831442464,0,0.486223662884927,0,0,0.162074554294976,0.324149108589951,0.162074554294976,0,0,0.162074554294976,3.56564019448947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162074554294976,0,0,0,0,0,0,0,0,0.324149108589951,0.405186385737439,0,0,0,0,0,0,0.243111831442464,0,0,0,0,0,0,0.405186385737439,5.83468395461913,0.486223662884927,0,0,0,0,0.243111831442464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91410048622366,0,0,0,0.324149108589951,0.162074554294976,0,0,0,0,0.162074554294976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S10203_2012"
"S10203_2013","S10203",8,2013,"S10203_8_2013",0,0,0,0.341296928327645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5358361774744,0,0,0,0,0,0,0,0,0,0.273037542662116,0,0,0,0,0,0,0,0,0,0,0,0.136518771331058,0,0.750853242320819,0,0,0.853242320819113,0,73.481228668942,0.170648464163823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170648464163823,0,0,0,0,0,0,0,0,0,0,0,1.02389078498294,0,0.068259385665529,0.511945392491468,0.37542662116041,0.136518771331058,0.068259385665529,0.921501706484642,0,0,0.204778156996587,0.341296928327645,0,0,0,0.102389078498294,0.511945392491468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102389078498294,0,0,0,0.273037542662116,0,0,0,0,0.921501706484642,0,0,0,0,0,0,0.068259385665529,0,0,0,0,0,0,0,0.068259385665529,13.5494880546075,0,0,0,0,0,0.546075085324232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068259385665529,0,0,0,0,0,0,0,0,0,0.204778156996587,0,1.60409556313993,0,0,0,0.136518771331058,0.204778156996587,0,0,0,0,0.170648464163823,0,0,0,0,0,0,0,0,0,0,0.102389078498294,0,0,0,0,0,0,0,0,0,0,0,0,"S10203_2013"
"S10203_2010","S10203",9,2010,"S10203_9_2010",0,0,0,1.04602510460251,0,0,0,0,0,0,0.627615062761506,0,0,0,0,0,0,0,2.71966527196653,0,0,0,0,0,0,0,0,0,1.46443514644351,0,0.418410041841004,0,0,0,0,0,0,0,0,0,1.25523012552301,0,0.836820083682008,0,0,2.71966527196653,0,37.8661087866109,1.46443514644351,0,0,0,0,0,0,0,0,0.418410041841004,0,0,0.627615062761506,0,0.627615062761506,0,0,0,0,0,0,0,0,0,0,0,2.71966527196653,0,0,3.13807531380753,1.25523012552301,0.627615062761506,1.25523012552301,0,0,0,0.418410041841004,0.836820083682008,0.418410041841004,0,0.836820083682008,0,15.6903765690377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25523012552301,0,0,0,2.09205020920502,0,0,0,0,2.09205020920502,0.627615062761506,0,0,0,0,0,0.418410041841004,0.418410041841004,0,0,0,0,0,0,0,2.30125523012552,0,0,0,0,0,0,0,0,0,0,0,0,0.418410041841004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43933054393306,0,0,0,1.04602510460251,1.88284518828452,0,0,0,0,1.25523012552301,0,0,0,0,0,0,0,0,0,0,1.46443514644351,0,0,0,0,0,0,0,0,0,0,0,0,"S10203_2010"
"S1026_2005","S1026",10,2005,"S1026_10_2005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0950323974082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.9049676025918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S1026_2005"
"S1026_2004","S1026",8,2004,"S1026_8_2004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.50699844479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.49300155521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S1026_2004"
