"","site","month","year","site_seas_year","Abramis brama","Alburnoides bipunctatus","Alburnus alburnus","Alosa chrysochloris","Ambassis agassizii","Ambassis marianus","Ambloplites rupestris","Ameiurus melas","Ameiurus natalis","Ameiurus nebulosus","Amia calva","Ammocrypta clara","Amniataba percoides","Anguilla anguilla","Anguilla australis","Anguilla reinhardtii","Anguilla rostrata","Aphredoderus sayanus","Aplodinotus grunniens","Arrhamphus sclerolepis","Astyanax mexicanus","Barbatula barbatula","Barbus barbus","Blicca bjoerkna","Campostoma anomalum","Carassius auratus","Carassius carassius","Carassius gibelio","Carpiodes carpio","Carpiodes cyprinus","Carpiodes velifer","Catostomus commersonii","Chelon labrosus","Chondrostoma nasus","Cobitis taenia","Coregonus albula","Cottus gobio","Cottus poecilopus","Craterocephalus marjoriae","Craterocephalus stercusmuscarum","Ctenopharyngodon idella","Cycleptus elongatus","Cyprinella lutrensis","Cyprinella spiloptera","Cyprinella venusta","Cyprinus carpio","Dicentrarchus labrax","Dorosoma cepedianum","Dorosoma petenense","Esox americanus","Esox lucius","Esox masquinongy","Etheostoma asprigene","Etheostoma blennioides","Etheostoma caeruleum","Etheostoma exile","Etheostoma flabellare","Etheostoma nigrum","Etheostoma zonale","Fundulus diaphanus","Fundulus notatus","Fundulus zebrinus","Gambusia affinis","Gambusia holbrooki","Gasterosteus aculeatus","Glossamia aprion","Gobio gobio","Gobiomorphus australis","Gymnocephalus cernua","Hiodon alosoides","Hiodon tergisus","Hybognathus nuchalis","Hybognathus placitus","Hypentelium nigricans","Hypophthalmichthys molitrix","Hypophthalmichthys nobilis","Ictalurus furcatus","Ictalurus punctatus","Ictiobus bubalus","Ictiobus cyprinellus","Ictiobus niger","Labidesthes sicculus","Leiopotherapon unicolor","Lepisosteus oculatus","Lepisosteus osseus","Lepisosteus platostomus","Lepomis cyanellus","Lepomis gibbosus","Lepomis gulosus","Lepomis humilis","Lepomis macrochirus","Lepomis megalotis","Lepomis microlophus","Leucaspius delineatus","Leuciscus aspius","Leuciscus idus","Leuciscus leuciscus","Lota lota","Lucania parva","Luciobarbus graellsii","Luxilus chrysocephalus","Luxilus cornutus","Macquaria ambigua","Macquaria novemaculeata","Macrhybopsis aestivalis","Macrhybopsis storeriana","Menidia beryllina","Micropterus dolomieu","Micropterus punctulatus","Micropterus salmoides","Minytrema melanops","Misgurnus anguillicaudatus","Mogurnda adspersa","Morone americana","Morone chrysops","Morone mississippiensis","Morone saxatilis","Moxostoma anisurum","Moxostoma breviceps","Moxostoma carinatum","Moxostoma duquesnii","Moxostoma erythrurum","Moxostoma macrolepidotum","Mugil cephalus","Nannoperca oxleyana","Nematalosa erebi","Neogobius melanostomus","Nocomis biguttatus","Nocomis micropogon","Notemigonus crysoleucas","Notropis atherinoides","Notropis blennius","Notropis dorsalis","Notropis girardi","Notropis hudsonius","Notropis photogenis","Notropis shumardi","Notropis simus","Notropis stramineus","Notropis texanus","Notropis volucellus","Noturus flavus","Noturus gyrinus","Noturus nocturnus","Oncorhynchus mykiss","Opsopoeodus emiliae","Oreochromis mossambicus","Oxyeleotris lineolata","Parachondrostoma miegii","Parachondrostoma toxostoma","Perca flavescens","Perca fluviatilis","Percina caprodes","Percina copelandi","Percina macrolepida","Percina maculata","Percina phoxocephala","Percina sciera","Percina shumardi","Percopsis omiscomaycus","Phenacobius mirabilis","Phoxinus phoxinus","Pimephales notatus","Pimephales promelas","Pimephales vigilax","Platichthys flesus","Poecilia reticulata","Polyodon spathula","Pomoxis annularis","Pomoxis nigromaculatus","Porochilus rendahli","Pseudomugil signifer","Pseudorasbora parva","Pungitius pungitius","Pylodictis olivaris","Redigobius bikolanus","Retropinna semoni","Rhadinocentrus ornatus","Rhodeus amarus","Rhodeus sericeus","Rutilus rutilus","Salaria fluviatilis","Salmo salar","Salmo trutta","Salvelinus fontinalis","Sander canadensis","Sander lucioperca","Sander vitreus","Sarmarutilus rubilio","Scaphirhynchus platorynchus","Semotilus atromaculatus","Silurus glanis","Squalius cephalus","Tandanus tandanus","Telestes souffia","Thymallus thymallus","Tinca tinca","Umbra limi","site_year"
"S4330_2005","S4330",9,2005,"S4330_9_2005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S4330_2005"
"S4330_2006","S4330",9,2006,"S4330_9_2006",0,0,42.9710867397807,0,0,0,0,0.498504486540379,0,0,0,0,0,0.0997008973080758,0,0,0,0,0,0,0,0,3.38983050847458,3.88833499501496,0,0,0.398803589232303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498504486540379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49551345962114,0,0,0,5.78265204386839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99401794616152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997008973080758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77367896311067,0,0,0,0,0,0,0.0997008973080758,0.498504486540379,0,0,0,0,0,0.299102691924227,0,0,0,0,0.997008973080758,27.617148554337,0,0,0,0,0,"S4330_2006"
"S4330_2007","S4330",9,2007,"S4330_9_2007",0,0,12.1031746031746,0,0,0,0,0,0,0,0,0,0,0.198412698412698,0,0,0,0,0,0,0,0,9.25925925925926,52.0502645502645,0,0,0.595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132275132275132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198412698412698,0,0,0,4.36507936507936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661375661375661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661375661375661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57142857142857,0,0,0,0,0,0,0,1.85185185185185,0,0,0,0,0,0,0,0,0,0,0.330687830687831,14.6164021164021,0,0,0,0,0,"S4330_2007"
"S4330_2008","S4330",9,2008,"S4330_9_2008",1.75913396481732,0,14.3437077131258,0,0,0,0,0,0,0,0,0,0,0.6765899864682,0,0,0,0,0,0,0,0,25.0338294993234,0,0,0,0.13531799729364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13531799729364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13531799729364,0,0,0,12.8552097428958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13531799729364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08254397834912,0,0,0,0,0,0,6.22462787550744,0.27063599458728,0,0,0,0,0,0,0,0,0,0,0.54127198917456,36.5358592692828,0,0,0,0,0,"S4330_2008"
"S4330_2009","S4330",9,2009,"S4330_9_2009",0,0,15.0763358778626,0,0,0,0,0,0,0,0,0,0,0.572519083969466,0,0,0,0,0,0,0,0,26.5267175572519,8.77862595419847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5038167938931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190839694656489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763358778625954,0,0,0,0,0,0,5.15267175572519,0.763358778625954,0,0,0,0,0,0,0,0,0,0,1.33587786259542,26.3358778625954,0,0,0,0,0,"S4330_2009"
"S4330_2010","S4330",9,2010,"S4330_9_2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S4330_2010"
"S4330_2011","S4330",9,2011,"S4330_9_2011",0,0,26.7164179104478,0,0,0,0,0,0,0,0,0,0,0.895522388059702,0,0,0,0,0,0,0,0,7.91044776119403,5.52238805970149,0,0,2.23880597014925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62686567164179,0,0,0,12.2388059701493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597014925373134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.80597014925373,0,0,0,0,0,0,1.64179104477612,0,0,0,0,0,0,0,0,0,0,0,0.298507462686567,28.2089552238806,0,0,0,0,0,"S4330_2011"
"S4330_2012","S4330",9,2012,"S4330_9_2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S4330_2012"
"S4330_2013","S4330",9,2013,"S4330_9_2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2340425531915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7659574468085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S4330_2013"
"S4333_2012","S4333",8,2012,"S4333_8_2012",0.598802395209581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7544910179641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.58083832335329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598802395209581,0,0,0,0,0,0,0,0,0,0.598802395209581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7544910179641,0,0,0,0,0,0,0,0,0,0,1.79640718562874,38.9221556886228,0,0,0,2.39520958083832,0,"S4333_2012"
"S4333_2004","S4333",9,2004,"S4333_9_2004",2.98507462686567,0,16.4179104477612,0,0,0,0,0,0,0,0,0,0,0.373134328358209,0,0,0,0,0,0,0,0.373134328358209,1.49253731343284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59701492537313,0,1.11940298507463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.70149253731343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61194029850746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0298507462687,0,0,0,0,0,0,0,0,0,0,0,14.9253731343284,0,0,0,0.373134328358209,0,"S4333_2004"
"S4333_2005","S4333",9,2005,"S4333_9_2005",0,0,11.2107623318386,0,0,0,0,0,0,0,0,0,0,0.448430493273543,0,0,0,0,0,0,0,0,4.48430493273543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448430493273543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1434977578475,0,2.69058295964126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69058295964126,0,0,0,0,0,0,0,0,0.448430493273543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1390134529148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5650224215247,0,0,0,0,0,0,0,0,0,0,0.448430493273543,18.3856502242152,0,0,0,0.448430493273543,0,"S4333_2005"
"S4333_2007","S4333",9,2007,"S4333_9_2007",0,0,2.75229357798165,0,0,0,0,0,0,0,0,0,0,1.8348623853211,0,0,0,0,0,0,0,0,0.917431192660551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917431192660551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5045871559633,0,33.0275229357798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5045871559633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7798165137615,0,0,0,0,0,0.917431192660551,0,0,0,0,0,12.8440366972477,0,0,0,0,0,"S4333_2007"
"S4333_2008","S4333",9,2008,"S4333_9_2008",0,0,4.62724935732648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51156812339332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12853470437018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3213367609255,0,3.2133676092545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2313624678663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25706940874036,0,0,0,0,0,0,0,0,0,0.12853470437018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7249357326478,0,0,0.12853470437018,0,0,0,0,0,0,0,0,3.59897172236504,0,0,0,0.12853470437018,0,"S4333_2008"
"S4333_2009","S4333",9,2009,"S4333_9_2009",0.342465753424658,0,0.171232876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22602739726027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3561643835616,0,0.513698630136986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171232876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171232876712329,0,0,0,0,0,0,0,0,0,0.513698630136986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65068493150685,0,0,0,0,0,0,0,0,0,0,0.171232876712329,51.3698630136986,0,0,0,0.342465753424658,0,"S4333_2009"
"S4333_2010","S4333",9,2010,"S4333_9_2010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50404312668464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6307277628032,0,1.61725067385445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269541778975741,0,0,0,0,0,0,0,0,0,0.808625336927224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92991913746631,0,0,0,0,0,0,0,0,0,0,0.808625336927224,40.1617250673854,0,0,0,0.269541778975741,0,"S4333_2010"
"S4333_2011","S4333",9,2011,"S4333_9_2011",8.33333333333333,0,2.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2708333333333,0,3.64583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6458333333333,0,0,0,0,0,0,0,0,0,0,1.04166666666667,24.4791666666667,0,0,0,5.20833333333333,0,"S4333_2011"
"S4333_2013","S4333",9,2013,"S4333_9_2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,0,84.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"S4333_2013"
"S4333_2006","S4333",NA,2006,"S4333_NA_2006",0,0,2.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96296296296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6666666666667,0,5.18518518518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740740740740741,0,0,0,0,0,0,0,0,0,0.740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8888888888889,0,0,0,0,0,0,0,0,0,0,0.740740740740741,30.3703703703704,0,0,0,0.740740740740741,0,"S4333_2006"
"S4346_2005","S4346",7,2005,"S4346_7_2005",0,0,0,0,0,0,0,0,0,0,0,0,0,1.56739811912226,0,0,0,0,0,0,0,0.313479623824451,0.940438871473354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25391849529781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4263322884012,0,1.25391849529781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.940438871473354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.940438871473354,0,0,0,0,0,0,0,0,0,0,0,23.5109717868339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313479623824451,0,0,0.313479623824451,0,0,0,0,0,0,0,0,8.46394984326019,0,0,0,3.44827586206897,0,"S4346_2005"
"S4346_2006","S4346",7,2006,"S4346_7_2006",0,0,0.99009900990099,0,0,0,0,0,0,0,0,0,0,2.97029702970297,0,0,0,0,0,0,0,0,0.99009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4554455445545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495049504950495,0,0,0,0,0,0,0,0,0.495049504950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98019801980198,0,0,0,0,0,0,0,0,0,0,0,23.7623762376238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495049504950495,0,0,0.495049504950495,0,0,0,0,0,0,0,0,6.43564356435644,0,0,0,6.43564356435644,0,"S4346_2006"
"S4346_2004","S4346",8,2004,"S4346_8_2004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04166666666667,24.3055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04166666666667,0,0,0,0,0,0,0,0,0,0,0,9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7638888888889,0,0,0,15.2777777777778,0,"S4346_2004"
"S4346_2007","S4346",8,2007,"S4346_8_2007",3.50877192982456,0,0.43859649122807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43859649122807,3.50877192982456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2631578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87719298245614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89473684210526,0,0,0,0,0,0,0,0,0,0,0,1.31578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43859649122807,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,"S4346_2007"
"S4346_2008","S4346",8,2008,"S4346_8_2008",0,0,12.8953771289538,0,0,0,0,0,0,0,0,0,0,0.72992700729927,0,0,0,0,0,0,0,0.608272506082725,15.0851581508516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7104622871046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121654501216545,0,0,0,0,0,0,0,0,3.04136253041363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96107055961071,0,0,0,0,0,0,0,0,0,0,0,5.47445255474453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24330900243309,0.121654501216545,0,0,0,0,0,0.24330900243309,0,0,0,0,0.121654501216545,25.9124087591241,0,0,0,0,0,"S4346_2008"
